ulasan,rating
"Membantu... Saya beri 4 dulu, karena kemarin jarak daftar smp pemasangan 2 mingguan",4
Sdh sangat baik . . . masyarakat semakin mudah untuk mendapatkan segala jenis Layanan PLN,4
"Sudah cukup bagus sih ,jadi lebih praktis mau bayar listrik,tapi kdg masih sering gangguan pada sistem, tolong diperbaiki lagii",4
Aplikasinya sangat membantu. Suksma.,4
Semoga semakin baik dan terus membaik aplikasi nya,4
Kebahagian pelanggan sekarang .petugas PLN telah membagi aplikasi PLN mobile .karna dengan aplikasi ini kami selaku pelanggan dpt mengadu ketika ada pelanggaran petugas,4
Aplikasinya efisien dan efektif banget,4
"Saran saja. Harus ny di aplikasi di tampilkan sisa token secara realtime, agar memudahkan dalam memantau sisa token dr luar rumah. Terima kasih.",4
"dengan adanya aplikasi ini jadi sangat-sangat terbantu, walau ada beberapa bug, contoh.. tidak bisa kirim ulasan ""feedbeck/rating saat permohonan selesai.. 😊👍semangat develp ...... ....... ..... ..... ..... ..... ..... ...... .....",4
setelah pembaruan pendaftaran pasang baru alamat tidak bisa di rubah mohon segera di perbaiki,4
User friendly bgt tp sayang harga token lebih mahal,4
Alhamdulillah,4
Ini aplikasinya lagi error atau apa ya? Kok tdk bs digunakan? Mau ajukan pengaduan tidak bs di akses.,4
Alhamdulillah pelayanan nya cepat dan maksimal...,4
Petugas pencatat tidak dapat melihat angka meter,4
sangat berguna untuk melaporkan masalah kelistrikan di rumah,4
"Apk sangat membantu. Tapi kenapa untuk sa,at ini penyambungan baru gag bisa teks alamat ya",4
Aplikasi yg bagus.. lengkap dengan fitur yg bermanfaat,4
Good job.. bagus banget aplikasi memudahkan pelanggan..,4
PLN mobile sangat membantu dan memudahkan kami utuk segala keluhan dan gangguan kelisterikan cepat dan responsif petugas cepat tanggap terimakasih,4
"Aplikasi tidak bisa dipakai, notifnya ulang ambil gambar terus sampai puluhan kali, akan dicoba lagi",4
"bagus , respon cepat",4
Pelayanannya bagus,4
transaksi sangat mudah dan cepat.,4
"info utk SwaCam mudah dimengerti, hanya saat foto sering ulang karena foto angka di meteran tidak pas dalam kotak kuning tsb. Apa bisa pengaruh pd hasil estimasi biaya? Tks",4
ckp baik,4
Bisa buat cek token yang hilang,4
Bagus dan membantu 👍👍👍,4
Memudahkan pelanggan,4
belum ngerti & belum terbiasa,4
"Baru mencoba belum bisa menilai, sementara sesuai keinginan",4
Mendekati akurat dan membantu untuk menyiapkan dana sebelum masuk tempo,4
ok bangent,4
Bagus layanan nya keluhan saya langsung ditindaklanjuti,4
"sebenarnya aplikasi ini bagus, tapi sayangg belum ada fitur pengecekan pulsa token listrik nya.. saran saya segera tambahkanlah fitur ini biar kita bisa lebih mudah lagi untuk mengecek pulsa token listrik saat sedang dalam bepergian jauh.. terima kasih !!!",4
Penyegelan listrik,4
"sayang sekali, aplikasi sudah bagus. Tapi untuk pelaporan dengan live chat, agent menyelesaikan chat dan close chat padahal percakapan untuk pelaporan masalah belum selesai. mungkin agent live chat perlu ditingkatkan.",4
"Cara laporin pencurian listrik gmn ya, tetangga w yg julid maling listrik saya mau laporin",4
"Terima kasih meter lampu sudah dipasang, sudah menyala,berkat daftar lewat aplikasi.dan rencana mau pasang meter baru lagi.",4
"Makasih banyak atas kerja sama yng baik nya 🙏🙏, 🙏",4
"Bagus, dan sangat membantu smoga PLN lebih baik lagi pelayanan nya",4
mantap...cuman menentukan jenis tarif nya masih ngasal,4
"Pelayanan bagus , cuma perlu adanyw SOP untuk rekanan kerja, biar lebih profesional.",4
Pelayan memuas kan,4
"Sudah 2x pasang baru listrik, untuk pelayanan dari pihak pln sudah bagus, hanya saja untuk pasang baru banyak vendor nidi dan slo yang nakal tidak mau mengerjakan sehingga harus di take over oleh pihak pln, mohon untuk di tindak lanjuti vendor2 yang meresahkan.",4
Saya mengajukan pengaduan tetapi kok bisa batal ya padahal saya tidak membatalkan pengajuannya,4
"3x reset password trus ubah nomor ny biar bisa login untung bisa, saran aja kyk ny di bagian login itu masih ad bug jdi coba di cek soal ny sy reset pass 3x udh bener password ny mlh slh",4
Blm faham masih mempelajari Krn listrik sensitif akan kesetrum😁👍😄🙏,4
Pelayanannya cepat dan baik,4
Aplikasinya sangat bagus dan juga bermanfaat,4
Memudahkan dalam transakai,4
Bsa bntu buat ngecek penggunaan..,4
Sangat Memudahkan pengaduan listrik,4
Aplikasi listrik,4
Fastrespon,4
Tka atas pelayanannya..thanks,4
Pelayanan sangst jelek sampe sekarang penarikan dana ga pernah di proser katanya nunggu sampe 5 hari ini udah berhari2 ga masuk ke rekening,4
Aplikasinya bagus cuma Petugas perbaikan kurang responsif dan tidak ada tindak lanjut yang tepat.,4
Apabisa bayar listrik lewat online,4
Aplikasi sudah cukup bagus... Akan lebih bagus lagi bila aplikasinya bisa digunakan untuk mengecek sisa token... Jadi cek sisa saldo dari hp... Pasti keren,4
perlu di tingkatkan fungsinya. di antaranya untuk pengaduan pasang baru. karena untuk pengaduan pasang baru di minta id pelanggan/nomor meter. sedangkan untuk pasang baru id pelangan/no meter belum ada,4
Terespon walaupun lama,4
Kalo saya mau bayar tagihan listrik via apk ini..caranya gimana ka???,4
Aplikasi yang sangat bermanfaat untuk pelayanan PLN.,4
Layanan PLN mantap,4
Data pembelian token gak ada,4
"Aplikasinya sangat membantu, serta mempermudah jika ingin mengajukan pengaduan.",4
Aplikasi yg sangat membatu.,4
bagus aplikasi nya,4
"apk ini sangatt mudah dan membantuu semua orang sekalii , mantappp👍",4
"Mohon diperbaiki sistem pembayaran nya , saya korban dari proses transaksi gagal namun saldo terpotong dan sampai saat ini belum ada keputusan apa-apa",4
Sangat menyenangkan dan memudahkan saya dalam menyampaikan jika ada kendala didalam kelistrikan,4
Sejak ada PLN mobile sangat membantu untuk semua informasi tagihan dan gangguan . Semoga kedepan nya tidak ada aplikasi PLN mobile ini lebih baik.,4
Kenapa saya sulit sekali untuk verifikasi Gmail? Tidak mendapatkan link verifikasi di kotak masuk Gmail saya???,4
"Kok mau reset password dari email malah ga muncul"" link di emailnya",4
"Aplikasi ini bermanfaat, memudahkan pelanggan dalam bertransaksi, mulai dari bayar tagihan listrik, bayar pulsa dan ada fitur pengaduan juga sehingga tidak terlalu khawatir jika terdapat masalah pada listrik.",4
Pelayanan sangat memuaskan,4
Kenapa aplikasinya sekarang gak bisa di buka padahal sangat bermanfaat,4
terbantukan dengan adanya aplikasi pln mobile ...semua teratasi dg cpt permasalah nya,4
"Sudah lumayan bagus,tinggal top up nya aja yg belum bisa.sangat mudah dan simpel.4 dulu aja ,ntar kalo udah bisa top up,tambah lagi.",4
"Ketika ada masalah mengenai listrik di rumah,saya langsung pengaduan ke pln mobile,beberapa menit langsung direspon dan petugasnya datang.pelayanan yg sangat baik.",4
Respon sangat cepet terima PLN mobile,4
cepat dan baik,4
"Untk pngaduan cepet tanggap, cuma buat pebgajuana pasang listrik baru lumayan ribet yah, harus ada no"" Kya pngcekan jalur dll, yg aku g tau hrs mnta k mna. Tolonglah d permudah",4
"Tolong di bantu pak, saya proses turun daya, status menunggu pembayaran tapi tidak ada cara bayarnya...",4
"Terima kasih, sangat membantu karena bisa 24 jam menerima layanan pengaduan",4
Tolong tampilkan sisa saldo kwh ya 🙏,4
Pelayanan cepat.,4
Aplikasi sudah baik. Saran saya untuk nilai kWh meter bulan kemarin dan sekarang agar dmasukan dalam aplikasi agar bisa lebih transparan lagi perhitungannya,4
"Saya sedang mencoba menggunakan aplikasi ini, semoga bisa bermanfaat dan memudahkan para pelanggan dalam melakukan pembayaran listrik bulanan dan voucer",4
🙌,4
"Aplikasinya sangat bagus , dan sangat evektif",4
Kalau mau pasang baru bayarnya di mana min,4
Jaya terus untuk team penerangan,4
Kenapa di PLN mobile layanan tagihan PDAM gaada wilayah kab Karawang 🙄,4
Dg aplikasi urusan kelistrikan jadi lebih mudah,4
Kami terima kasih... pengaduan.. cepat tanggap.. cepat di realisasikan... terimakasih,4
aplikasi yg sangat membantu buat saya,4
Sangat mudah perbandingan harga lebih murah kualitas baik cepat mudah mudahan sampai sterus nya,4
Untuk metode pembayaran bisa ditambahkn lagi dengan metode pembayaran QRIS,4
Pelayanan nya cepat.,4
Lumayan lah,4
"PLN telah mengikuti dan meningkatkan layanan dgn aplikasi dan online,,Semoga layanan PLN kedepan makin baik dan cepat",4
pelayanan 24 jam dan direspon oleh petugas,4
Kita pengajuan pasang baru koh nga ada Mitra kerja dekat lokasi,4
Pak.. bu.. Bagaimana cara memasukkan email kita.. karena email saya kok disini katanya sudah ada yg menggunakan.. harusnya kan ada metode buat ambil email kita dengan verifikasi ya..,4
Ko gak bisa isi saldo,4
"Terimakasih PLN mobile, sangat membantu",4
mantap pln,4
Kalo gabisa di instal kenapa ya? Pdhl udah download berkali2. Mohon bantuannya,4
Respons cepatt,4
pelayan sangat cepat,4
aplikasi nya mantap terimaksih adanya aplikasi ini👍👍👍,4
"Suka telat, pemadaman udah 1 jam an baru muncul notifikasi.",4
Menjadi kebutuhan pelanggan,4
Mempermudah pembayaran,4
Sangat membantu bagi pelanggan PLN,4
aplikasi bagus sangat memudah kan mengurus listrik rumahan.🙏🙏,4
Bayar listrik lebih mudah..pengaduan cepat di respon dan di action..,4
"Alhamdulillah respon dari petugas call center terbilang cepat saat menghubungi para petugas di lapangan,,dan petugas di lapangan juga langsung merespon dengan segera menghubungi kami yg memberikan keluhan/laporan masalah listrik di rumah kami... Semangat terus para petugas PLN terutama para petugas yg di lapangan semoga selalu di berikan keselamatan kesehatan dan kemudahan dalam tugas.. Aamiin 🤲...Saran kami 🙏Kalau bisa petugas yg berada di lapangan di tambah lagi😊🙏agar lebih cepat lagi🙏",4
"Awal2 agak bingung ,setelah dipelajari jadi mudah agak ribet.",4
Semoga bisa membantu,4
👍👍👍👍,4
Riwayat tindak lanjut pengaduan gabisa dibaca full follow Up dri PLN nya . Tolong diperbaiki,4
Tolong kasih solusiny knp mcb km maudi ganti padahal baru...ap harus bayar lg...mksi utkpara pos pelayan ud bagus tk nunggu lama..klu bisa untk ncbny jgn lama pak krn kmi mau isi pulsany,4
Ga bisa buat laporan 9 tahapan dg kategori PERIKSA,4
Smoga bisa teratasi cepat tegangan sngat rendah!!!!!!!!,4
"Aplikasi nya kenapa loading terus ya, setelah saya swacam dan kirim. cara balik lagi nya gimana neh?",4
Alhamdulillah Di Aplikasi PLN mobile sangat membantu banget dan penanganan nya cepat,4
Terima kasih PLN telah membagi aplikasi PLN mobile Semakin mantap,4
Pln terangi negri mantab,4
Aplikasi nya terlalu berat untuk HP ram 4GB/64GB Kadang close tiba tiba aplikasinya,4
Sangat membantu untuk pelaporan listrik padam. Terus tingkatkan pelayanannya supaya konsumen tidak kecewa dan ikhlas pada saat membayar tagihan listriknya.Terimakasih.,4
Baru pertama mengunakan pelayanan ini...semoga selalu dipertahankan..,4
Pln mobile terbak,4
"bagus, sangat membantu",4
"terimakasih untuk petugas PLN, selalu siap siaga membantu masyarakat tanpa batas waktu",4
luar biasa GerCep,4
Buat dong bisa cetak struk gitu.. Jangan setengah tengah gitulah..,4
mantul memang langsung gercep saat ada prngaduan,4
Akhirnya instalasi listrik tersambung 9 hari kerja setelah bayar atau 7 hari kerja setelah slo terbit.,4
semoga bagus aplikasi n bermanfaat,4
"Tolong tambah fitur buat laporan transaksi setiap bulan, biar gak scrol scrol data ketika mau cek transaksi bulanan...soalnya suka ada yang lupa gak ke cek tagihannya...mencegah tagihan yang lupa di bayarkan..terima kasih",4
"Bagus, sangat membantu",4
Respon cepat,4
Pelayanan Gratis,4
Not bad,4
knp nik saya Tidak subsidi pake daya 900 watt Padahal saya tidak punya penghasilan tetap.. Jadi penganguran... .. Sedangkan tetangga Mempuyai aset yg Besar tp Daya listrik 900 wat malah bersubsidi,4
Udah kelar masalahnya tapi molor dari yg harus nya maksimal 3 jam jadi harus nunggu 8 jam. Its okay udah kelar juga,4
Trima ksh kepda pln telah membagi aplikasi pln mobile karna dgn aplikasi ini kami mengadu ketika ada gangguan,4
Aplikasinya udh bagus Tinggal d tambahin aja foto untuk bukti dr petugas jika memang sudah penanganan petugas dan jg chat nya d aktifin donk,4
Mantap nie,4
Pelayanan pln baik sangat membantu terima kasih,4
Makasih atas pelayanannya cukup baik..saya cukup puas..,4
Tolong di bina. Lagi orang laoangannya.tidak di siplin waktu dari oelaporan sampai tindak lanjut sangat lama.area bekasi,4
Lebih mudah kontrol listrik rumah.. terimakasih PLN,4
Mau bayar masih kena admin,4
ID Pelanggan cuman bisa input 4 pengguna.,4
Sangat membantu saya sekali ..,4
"Bantuannya cara update pln mobil, kok Ndak pernah bisa",4
Mohon dilaksanakan tugas dengan benar para bapak bapak,4
Layanan baik cepat tanggap sopan,4
Tolong di adakan sisa kWh nya di aplikasinya..suapaya lebih pas,4
Aplikasi pln mobile tidak bisa bekerja di device yang sudah di root,4
Tolong dong adain fitur buat mantau token listrik kita juga minn,4
"Good application, user-friendly and very helpful",4
"Respon cepat. Kekurangannya setiap ambil foto pengaduan, aplikasi langsung keluar",4
"Pln sdh berubah..berusaya memberi pelayanan yg terbaik, tp saat mengecek pengaduan ditanyakan no pengaduan..Qt kadang g copy sehingga g bs melacak .alangkah baiknya by no id pelanggan...dan ada button yg menyatakan bahwa layanan sdh selesai",4
trimakasih PLN karna memudahkan konsumen dlm melaporkan keluhannya cukup lewat 123,4
Pemakaian d rumah sama ..tpi byar listrik gk tau knpa skrang 2 kali lipat ..,4
Mantap 👍🧯,4
Klo bisa d upgrade untuk pengaduan . Kdng kita kgi dluar. Kota mteran d kampung *periksa* jdi bisa d atur rnpa hrus fto meteran ..,4
memuakn,4
"Aplikasi PLN MOBILE, terus bermanfaat untuk kebutuhan penerangan dll bagi warga masyarakat.👍😊🫡🙏",4
tingkatkan terus pelayanan nya ya untuk pelayanan pengaduan cepat,4
Sangat membantu untuk mendapatkan pelayanan publik,4
Terimakasih pa listrik saya bisa nyala lagi,4
Tolong dong saldo pln mobilenya biar bisa saldo kayak ewalet 1 kali klik. Biar simple dan juga ada retur pembatalan pembayaran biar langsung proses masuk disaldo..,4
"Aplikasinya baik, mudah di pahami dan di gunakan, hanya saja untuk perihal isi sisa kwh di meteran rumah dengan aplikasi berbeda, di real meteran uda di isi pulsa, di apk pln mobile tertera pulsa habis 😂, di suruh isi token, kalo bisa di tingkatkan lagi, selebihnya oke",4
Baik dan bagus untuk pelanggan PLN,4
Menunya lengkap dan mudah dipahami 👍 Sangat membantu sekali Min...,4
Langsung direspon pengaduan kami,4
"PLN mobile sangat memudahkan kita melapor kalo terjadi pemadaman listrik , penanganan petugas juga bagus",4
Sangat membantu saat terjadi gangguan listrik di rumah,4
Kasih game dong yg bisa buat penghasil saldo token listrik baru saya kasih bintang 5😁✌️,4
"pelayanan di daerah saya cukup baik, semoga selalu konsisten",4
cukup memuaskan,4
"Kenapa pembayaran yang di lakukan bisa gagal status masih tetap ""menunggu pembayaran"", padahal salfo sudah terkirim, trus gimana? Di informasi saldo nggak ada saldo refund juga, teus gimana?",4
Pln mobile ok,4
"Untk pelayanan lumayan,tp bagus nya lebih ditingkatkan lagi,petugas lebih ramah lagi,jangan pelanggan lebih ramah pula dari petugas",4
Kalau bisa penambahan ID pelanggan jangan d batasi,4
"pelayanan pertama,,memuaskan terima kasih 😊",4
Terimakasih pln mobile,4
apk pln mobile mantap dan cepat responnya,4
"Pelayanan yg baik, cepat, ramah, akurat",4
"Layanan dari PLN cukup baik, cepat tanggap dan mudahan bisa dipertahankan dan lebih baik lagi kedepannya....",4
No hp saya dipakai pihak lain nama lain. Kedepan tolong PLN perbaiki kualitas layanan ya. Supaya data2 pelanggan diberikan layanan keamanan. Sehingga tidak bisa disalahgunakan pihak lain. Tks,4
"pelayanan cepat, mantab sat set",4
"Saya sudah 3 kali laporan masalah upgrade daya yang belum di kerjakan, 2 laporan terakhir tidak ada konfirmasi dari petugas pln tp status laporan berubah di batalkan pelanggan padahal sy tidak pernah membatalkan laporan, klo memang tidak bisa lebih baik di hapus saja menu upgrade daya di aplikasi karena kenyataannya di lapangan di persulit oleh petugas jika proses lewat aplikasi.",4
Cepat prosesnya kadang masih ada gangguan,4
"Fast Respon Ramah, Sigap",4
Terbaik dan lengkap,4
"Terima kasih adanya PLN mobile, tagihan rek.listrik langsung tertera+tgl jatuh tempo.",4
"voucher pln mobile nya mana ya min? kok saya gak pernah dibagi voucher nya, weleh2 piye toh?",4
Mau pengaduan tambah daya/migrasi.harus upgrade akun. Tp kenapa tidak bs. Di coba berkali-kali tetap tidak bisa,4
"Saran aja siih di update selanjutnya bisa liat berapa kWh yang tersisa di rekening token,terimakasih🙏",4
"Aplikasi yang sangat membantu, saat listrik rumah mati sendiri sementara rumah lain nyala, saya menggunakan aplikasi pln mobile untuk pengaduan dan respon cepat tidak menunggu lama petugas PLN segera datang memperbaiki kerusakan",4
"Berkat aplikasi PLN mobile setiap ada keluhan saya lapor dan terhindar dari biaya pungli, tapi ada masalah sih kenapa saya harus diminta beli MCB sendiri karena MCB bawaan PLN sering jebret gak tahan lama.",4
"Untuk login kalo bisa dipermudah dgn pengirimin OTP tidak hanya dgn SMS tapi ada pilihan dgn WA juga. Karena ada wilayah2 tertentu yg tidak ada sinyal biasa, hanya mengandalkan jaringan internet kabel ( wifi).",4
puass,4
Terimakasih petugas PLN yg bertugas mlm ini..atas pemberitahuannya alasan pemadaman Listrik jam 02 pagi ini..,4
Makin mudah,4
Sekedar masukan ja min. Kalau bisa kedepannya pengisian kwh bisa melalui aplikasi PLN mobile ini yg sdh terintegrasi ke meteran. Jadi gk perlu isi no token secara manual ke meteran. Dan sisa kuota kwh bisa ter monitoring di apk ini. Semoga ditrima dengan baik. Terima kasih.,4
tertangani,4
"Di PLN ada data tagihan tiap bulan, harusnya bisa digunakan untuk mendeteksi pencurian listrik, misal 3, 4 ++ bulan masih sama patut dicurigai, banyak meter listrik tagihan, tagihannya tiap bulan sama, dengan kata lain pencurian listrik",4
Top markotop,4
"bagus, jadi klo ada pemadaman bisa langsung lapor disini dan ditanggapi",4
Tolong fitur di mobile PLN diperbaiki yg sekiranya membuat rancu utk dihilangkan saja,4
"sejauh ini, bagus sih. lengkap. cuma masih bingung pake nya. pas mau lihat pemadaman sekitar, gak muncul2. malah diem di Google map aja. lebih syukak lapor lewat Telepon sajalah.. sudah cukup bagus kok layanan via telepon juga. cs nya gercep.",4
ya terimakasih kerja cepat kerja bersih,4
harus lebih cepat datang,4
"Terimakasih sudah menanggapi keluhan saya. Untuk adminnya cepat merespon, semoga lebih maju lagi kedepannya untuk semua layanan PLN.",4
"Untuk saat ini penanganan ke pelanggan, cukup memuaskan, untuk kedepannya bisa ditingkatkan lagi feed FU nya tks",4
Masukan lebih baik jika perlu memadamkan listrik mohon untuk di sampaikan minimal 1 jam sebelumnya karena kami bayar kepada anda,4
Sementara bintang 4 dulu,4
Mntapp,4
Sangat membantu dan respon cepat,4
"Perkara masalah notif periksa di kwH, pertama sudah pengaduan dan dikasih kode temper, lalu muncul lagi dan pengaduan lagi, ada si petugas pln lapangan nge wa dan keukeuh ada instalasi yg bocor arus setelah kwH, saya tetep ingin di periksa akhirnya stelah debat mereka datang dan cek ternyata benar kwH nya rusak. Pesan saya buat petugas PLN mhon periksa dlu keluhan pelanggan jgn langsung judge ada arus listrik yg bocor kenyataannnya kan berbeda . Semoga kedepannya lebih baik lagi pelayannya 🙏",4
"Bantu jawab. Saya melakukan pendaftaran pemasangan PLN baru, Lalu diakhir Ada tulisan Lakukan pembayaran. apakah harus langsung bayar sebelum pasang?",4
Sangat berguna untuk pengaduan. Sayangnya sering logout sendiri dan tidak menyimpan data yang sebelumnya sudah diisikan.,4
"aplksi pln mobile,sangat membantu memgtasi masalah kelistrikkan",4
sangat memeper cepat,4
Makin gercep,4
Terimakasih pln telah membagi aplikasi PLN mobile untuk pdl,4
Makasih pln aplikasi sangat bagus,4
"Kinerjanya cukup baik perihal pelayanan kepada masyarakat, dan semoga tetap ditingkatkan lagi sehingga masyarakat mendapatkan kenyamanan",4
"PLN MOBILE memudahkan segala kebutuhan terkait listrik PLN, pengaduan juga cepat di respon dan ditangani.. khusus untuk ULP SAWANGAN semoga kinerja semakin lebih baik lagi dalam menjaga keandalan jaringan listrik yang sudah ada. Terimakasih PLN",4
Dengan aplikasi PLN mobile kMii dpt menghubungi PHK PLN kdga ada gsnggun,4
"Laporan gangguan bisa lebih mudah disampaikan, fitur layanan aplikasi masih banyak tak berfungsi, seperti akses marketplace galat, dan beli pulsa malah provider belum tersedia. Maklum saja kalau aplikasi ini masih prototipe",4
nyalain abangku 🔥🔥🔥,4
PLN mobile solusi masalah kelistrikan 👍👍,4
Dengan aplikasi PLN mobile kami dpt kotdinsxi dng PLN,4
Dengan aplikasi PLN mobile kami dpt,4
Trimakasih PLN telah membagi Aplikasih PLN mobile kpd j Kami,4
penangannya lebih dipercepat saja.,4
"Fiturnya lengkap, ada pemberitahuan untuk pemadaman dan waktu padam listriknya. Tapi untuk catat meter listrik sendiri, sampai saat ini masih ga bisa digunakan karena baru diganti meterannya. sehingga nilai yang lama dengan yang baru ga sinkron.",4
"Update: Untuk petugas PLN cabang Klalibening terimakasih sudah konfirmasi & memberi penjelasan langsung tentang padamnya listrik selama 3 hari kemarin. Untuk tim aplikasi & admin live chat, tolong pelayanannya untuk ditingkatkan lg.",4
Halo admin Cara top up PLN mobil gimana ya Atau biar ada saldo PLN mobile nya.,4
"Data ID Pelanggan tidak jelas nama & alamatnya (disamarkan), jadi ragu tuk lakukan pembayaran.",4
"KWH 450 masih atas nama orang lain, coba tambahkan fitur perubahan data diaplikasi atas nama saya sendiri perubahan data.",4
"Bagus, memudahkan pelanggan untuk komunikasi",4
"Pelayanan cepat, harapan kedepannya untuk layanan pengaduan bisa dilakukan tanpa harus berada di depan meteran listrik. Bisa kapan saja dan dimana saja",4
PLN CILILIN 🔥⭐⭐⭐⭐,4
Respon nya cepat,4
Berarti apl ini TDK BS di isi saldo utk transaksi harus menggunakan mobile banking ?,4
Terimakasih atas pengembalian dana nya.,4
"MAAF, harusnya bisa untuk melihat rekap/melihat tagihan-tagihan bulan-bulan sebelumnya JK pelanggan menghendakinya. Terimakasih 🙏😰",4
Sudah saya clear cache tapi tidak bisa juga.... Bisa di kasi solusi,4
Pelayanan ok,4
Mau ikut program mudik gratis sudah isi form giliran mau upload ktp dan kk tidak bisa sudah 2 jam lebih tidak bisa juga,4
Pelayan mantap dan cepat. Terimakasih.,4
Penanganan pengaduan cepat dan tanggap,4
Di daerah Kudus sudah 3 hari berturut turut mati lampu berjam jam. Memang kurang memuaskan,4
"Sangat cepat respon dari petugas di lapangan,good job",4
Mudah pengecekan kantor dan rumah,4
Tolong sediakan fitur sisa pulsa/token secara realtime... syukur2 bisa isi token online jarak jauh jadi rumah yang berada di luar kota tidak usah minta tolong diisikan orang laen... semacam pulsa handphone... Gimana.. Berani bikin terobosan gak..,4
Dengan aplikasi PLN mobile memudah kN pel kordinasi dng pihK pln,4
Respon cpt baik.,4
Semoga gak keulang lagi tiba tiba force close minta otp gak tau kenapa kena suspend.,4
Coba dulu kalau bagus biar bintang yg bicara,4
FAST respon,4
respon mantab,4
"bisa digunakan untuk pengaduan, pembelian dan yang lainnya terkait utk PLN",4
Semakin mempermudah,4
Terima kasih penanganannya cepat sekali,5
semua perbankan bisa di gunakan,5
Jadi lebih ringkas,5
makin mudah.cepat,5
sangat memudahkan🥰🥰🥰🥰,5
PLN Mobile sangat praktis digunakan dan sangat mem bantu until mendapatkan informasi dan pengaduan.,5
"aplikasi pln mobile lebih cepat , bagus dan mempermudah dalam segalanya",5
"untuk indonesia emas, layanan listrik yang dikemas praktis 🫰",5
penanganan komplain cepat,5
PLN bagusss😍,5
sangat bagus dan cepat tanggap,5
"Mas Rurun dan Pak Agus dari PLN sudah ke lokasi, dan menjelaskan penyebab padam katanya dari Dinas Pertamanan Kota Malang.",5
pelayanan memuaskan,5
oke keren,5
PLN keren!,5
"PLN mobile sangat bagus dan berguna buat keperluan dan bermanfa'at Untuk Pelanggan PLN menggunakan PLN mobile untuk bertransaksi pembelian token dan pembayaran Rekening listrik, maupun pembayaran nontaglis untuk bertransaksi yang berhubungan dengan PLN PLN mobile 👍good",5
bisa mempermudah pembelian di pln mobile jadi tidak perlu ribet keluar rumah dan praktis dan makin cabggih,5
aplikasinya oke,5
petugas cakep,5
"pelayanan cepat, dan memuaskan sangat membantu",5
pln mantap,5
aplikasi yg bagus,5
terimakasih terbaik,5
joss gandos dan top markotop,5
"Saat PLN menerima pengaduan, petugas cepat datang ke lokasi mereka ramah dan bertugas dengan cepat dan baik.",5
aplikasi toopp bikin segalanya mudah,5
matur nuwun PLN.. petugas tanggap dan sngat baik pelayanan,5
sangat membantu PLN mantap,5
pln mobile iyes,5
mantap respon cepat👍🏼👍🏼,5
Pln terbaik,5
"petugasnya cepat tangap dalam bertidak,terima kasih pln",5
saya sangat suka,5
luarbiasa,5
gacor dek,5
Terbaik. Jaya selalu,5
"aplikasi yang cukup membantu, recommend",5
pelayanan nya bagus,5
Keren banget,5
mudah dan update bgttt,5
penanganan dalam menyelesaikan permasalahan pelanggan di PLN Mobile sangat fast respon,5
"Saya sangat puas dengan aplikasi PLN Mobile. Fitur-fiturnya lengkap dan memudahkan berbagai keperluan terkait listrik. Mulai dari beli token, bayar tagihan, hingga cek riwayat penggunaan listrik — semuanya bisa dilakukan dengan cepat dan praktis lewat aplikasi ini. semoga semakin baik kedepannya",5
Good Job,5
"Alhamdulillah petugas gercep, kurang dari 1 jam pengaduan petugas datang seketika listrik pun kembali menyala 👍 petugas PLN khususnya petugas di kalbar pontianak siantan mantap ⭐️⭐️⭐️⭐️⭐️",5
"aplikasi yang sangat berguna bagi masyarakat, pelayanannya sangat bagus",5
pelayanan bagays sekali,5
daftar buat EV jd lebih mudah.,5
memudahkan pembayaran listrik,5
"pln sdh dtg, trims",5
"Cerdas cermat cepat Mudah aman terpecaya,murah amanah terpecaya terbaik",5
memudahkan dalam mengecek tagihan/pembayaran listrik,5
"PLN mantap, terimakasih sudah mengundang nadhif",5
penanganan cepatttttt,5
"PLN bagus, PLN aman, PLN bagus PLN terjamin",5
aplikasinya sangar mudah di gunakan,5
Sangat Membantu Pelanggan,5
fiturnya sangat baik dan mudah,5
fiturnya membantu buat beli pulsa token..,5
"PLN oke, PLN mantap, PLN hebat",5
sangat responsif,5
"PLN memberikan pelayanan yang memuaskan, gerak cepat hanya butuh bbrp jam setelah laporan langsung datang ke lokasi....GOOD JOB PLN !!!",5
top bngt,5
pln mobile.terima kasih atas pelayanannya,5
transaksi cepat n biaya admin lebih murah,5
keren banget,5
fitur menarik,5
terbaik dan handal. cepat.,5
"semoga PLN melakukan pelayanan ke customer lebih baik, cepat tanggap.",5
pelayanannya cepat dan aplikasinya mudah dipakai,5
fiturnya sangat baik,5
mudah dan aman pln mobile,5
aplikasi keren,5
Bagus Banget,5
"haturnuhun PLN mobile,yang telah membantu listrik saya agar nyala kembali",5
aplikasinya bagus sangat membantu,5
mantappp pln,5
leboh transparan dan teratur,5
"aplikasi keren, sangat bagus bintang 5",5
bagus dapat hadiah,5
"PLN mobile aplikasi no ribet pelayanan sangat cepat dan mudah untuk pasang baru, rubah daya dan penggantian kwh",5
"aplikasi ini sangat mempermudah dalam pembelian token, dan pembayaran tagihan pasca bayar. 😁",5
lets try,5
pelayanannya responsif.,5
"aplikasi PLN Mobile ini sangat membantu , sekarang tidak perlu repot lgi beli token listrik dan bayar bulanan, cepat dan praktis",5
pln tuban,5
asik.. nggak bisa dibuka...,5
luar biasa,5
terima kasi PLN sudah membantu kmi baik,5
aplikasinya bagus dan mudah digunakan🤩,5
aplikasi nya baguss 😍😍,5
gooddd,5
best app,5
pln is the best,5
